a, b, c
-3827, -3036, 1
3569, 2520, 1
-3569, 2520, 1
3569, -2520, 1
-3569, -2520, 1
5587, 10716, 1
-5587, 10716, 1
5587, -10716, 1
-5587, -10716, 1
9009, 3880, 1
-9009, 3880, 1
9009, -3880, 1
-9009, -3880, 1
5365, 9828, 1
-5365, 9828, 1
5365, -9828, 1
-5365, -9828, 1
12709, 13500, 1
-12709, 13500, 1
12709, -13500, 1
-12709, -13500, 1
7455, 2992, 1
-7455, 2992, 1
7455, -2992, 1
-7455, -2992, 1
13167, 3944, 1
-13167, 3944, 1
13167, -3944, 1
-13167, -3944, 1
10005, 2828, 1
-10005, 2828, 1
10005, -2828, 1
-10005, -2828, 1
14933, 3444, 1
-14933, 3444, 1
14933, -3444, 1
-14933, -3444, 1
10283, 2244, 1
-10283, 2244, 1
10283, -2244, 1
-10283, -2244, 1
13803, 2596, 1
-13803, 2596, 1
13803, -2596, 1
-13803, -2596, 1
8217, 1456, 1
-8217, 1456, 1
8217, -1456, 1
-8217, -1456, 1
2067, 12556, 1
-2067, 12556, 1
2067, -12556, 1
-2067, -12556, 1
10137, 1616, 1
-10137, 1616, 1
10137, -1616, 1
-10137, -1616, 1
1989, 11620, 1
-1989, 11620, 1
1989, -11620, 1
-1989, -11620, 1
8957, 12876, 1
-8957, 12876, 1
8957, -12876, 1
-8957, -12876, 1
11277, 14036, 1
-11277, 14036, 1
11277, -14036, 1
-11277, -14036, 1
4599, 680, 1
-4599, 680, 1
4599, -680, 1
-4599, -680, 1
707, 5076, 1
-707, 5076, 1
707, -5076, 1
-707, -5076, 1
14529, 10160, 1
-14529, 10160, 1
14529, -10160, 1
-14529, -10160, 1
10317, 14756, 1
-10317, 14756, 1
10317, -14756, 1
-10317, -14756, 1
5159, 720, 1
-5159, 720, 1
5159, -720, 1
-5159, -720, 1
665, 4488, 1
-665, 4488, 1
665, -4488, 1
-665, -4488, 1
13689, 11000, 1
-13689, 11000, 1
13689, -11000, 1
-13689, -11000, 1
12555, 8732, 1
-12555, 8732, 1
12555, -8732, 1
-12555, -8732, 1
11155, 1908, 1
-11155, 1908, 1
11155, -1908, 1
-11155, -1908, 1
1529, 9600, 1
-1529, 9600, 1
1529, -9600, 1
-1529, -9600, 1
12019, 1980, 1
-12019, 1980, 1
12019, -1980, 1
-12019, -1980, 1
1375, 7752, 1
-1375, 7752, 1
1375, -7752, 1
-1375, -7752, 1
2415, 12848, 1
-2415, 12848, 1
2415, -12848, 1
-2415, -12848, 1
2085, 9548, 1
-2085, 9548, 1
2085, -9548, 1
-2085, -9548, 1
3173, 13764, 1
-3173, 13764, 1
3173, -13764, 1
-3173, -13764, 1
2603, 9204, 1
-2603, 9204, 1
2603, -9204, 1
-2603, -9204, 1
14935, 5208, 1
-14935, 5208, 1
14935, -5208, 1
-14935, -5208, 1
3611, 12060, 1
-3611, 12060, 1
3611, -12060, 1
-3611, -12060, 1
2737, 6816, 1
-2737, 6816, 1
2737, -6816, 1
-2737, -6816, 1
12337, 11616, 1
-12337, 11616, 1
12337, -11616, 1
-12337, -11616, 1
8979, 4900, 1
-8979, 4900, 1
8979, -4900, 1
-8979, -4900, 1
3537, 8216, 1
-3537, 8216, 1
3537, -8216, 1
-3537, -8216, 1
13937, 13416, 1
-13937, 13416, 1
13937, -13416, 1
-13937, -13416, 1
9779, 5100, 1
-9779, 5100, 1
9779, -5100, 1
-9779, -5100, 1
2295, 3248, 1
-2295, 3248, 1
2295, -3248, 1
-2295, -3248, 1
2759, 3480, 1
-2759, 3480, 1
2759, -3480, 1
-2759, -3480, 1
1085, 132, 1
-1085, 132, 1
1085, -132, 1
-1085, -132, 1
141, 1100, 1
-141, 1100, 1
141, -1100, 1
-141, -1100, 1
3485, 2772, 1
-3485, 2772, 1
3485, -2772, 1
-3485, -2772, 1
3239, 2280, 1
-3239, 2280, 1
3239, -2280, 1
-3239, -2280, 1
5005, 9612, 1
-5005, 9612, 1
5005, -9612, 1
-5005, -9612, 1
13213, 13716, 1
-13213, 13716, 1
13213, -13716, 1
-13213, -13716, 1
8103, 3496, 1
-8103, 3496, 1
8103, -3496, 1
-8103, -3496, 1
4795, 8772, 1
-4795, 8772, 1
4795, -8772, 1
-4795, -8772, 1
11323, 12036, 1
-11323, 12036, 1
11323, -12036, 1
-11323, -12036, 1
6633, 2656, 1
-6633, 2656, 1
6633, -2656, 1
-6633, -2656, 1
11625, 3488, 1
-11625, 3488, 1
11625, -3488, 1
-11625, -3488, 1
4959, 14200, 1
-4959, 14200, 1
4959, -14200, 1
-4959, -14200, 1
8667, 2444, 1
-8667, 2444, 1
8667, -2444, 1
-8667, -2444, 1
12827, 2964, 1
-12827, 2964, 1
12827, -2964, 1
-12827, -2964, 1
8549, 1860, 1
-8549, 1860, 1
8549, -1860, 1
-8549, -1860, 1
2941, 14820, 1
-2941, 14820, 1
2941, -14820, 1
-2941, -14820, 1
11349, 2140, 1
-11349, 2140, 1
11349, -2140, 1
-11349, -2140, 1
2839, 13800, 1
-2839, 13800, 1
2839, -13800, 1
-2839, -13800, 1
6351, 1120, 1
-6351, 1120, 1
6351, -1120, 1
-6351, -1120, 1
1485, 9052, 1
-1485, 9052, 1
1485, -9052, 1
-1485, -9052, 1
7695, 1232, 1
-7695, 1232, 1
7695, -1232, 1
-7695, -1232, 1
1419, 8260, 1
-1419, 8260, 1
1419, -8260, 1
-1419, -8260, 1
5891, 8460, 1
-5891, 8460, 1
5891, -8460, 1
-5891, -8460, 1
7395, 9212, 1
-7395, 9212, 1
7395, -9212, 1
-7395, -9212, 1
3009, 440, 1
-3009, 440, 1
3009, -440, 1
-3009, -440, 1
365, 2652, 1
-365, 2652, 1
365, -2652, 1
-365, -2652, 1
8253, 6596, 1
-8253, 6596, 1
8253, -6596, 1
-8253, -6596, 1
7623, 5336, 1
-7623, 5336, 1
7623, -5336, 1
-7623, -5336, 1
10735, 1872, 1
-10735, 1872, 1
10735, -1872, 1
-10735, -1872, 1
2093, 12876, 1
-2093, 12876, 1
2093, -12876, 1
-2093, -12876, 1
12463, 2016, 1
-12463, 2016, 1
12463, -2016, 1
-12463, -2016, 1
1963, 11316, 1
-1963, 11316, 1
1963, -11316, 1
-1963, -11316, 1
6435, 9212, 1
-6435, 9212, 1
6435, -9212, 1
-6435, -9212, 1
8003, 9996, 1
-8003, 9996, 1
8003, -9996, 1
-8003, -9996, 1
3233, 456, 1
-3233, 456, 1
3233, -456, 1
-3233, -456, 1
335, 2232, 1
-335, 2232, 1
335, -2232, 1
-335, -2232, 1
6783, 5456, 1
-6783, 5456, 1
6783, -5456, 1
-6783, -5456, 1
6213, 4316, 1
-6213, 4316, 1
6213, -4316, 1
-6213, -4316, 1
14949, 6500, 1
-14949, 6500, 1
14949, -6500, 1
-14949, -6500, 1
11659, 4620, 1
-11659, 4620, 1
11659, -4620, 1
-11659, -4620, 1
13433, 3744, 1
-13433, 3744, 1
13433, -3744, 1
-13433, -3744, 1
10695, 2288, 1
-10695, 2288, 1
10695, -2288, 1
-10695, -2288, 1
13335, 2552, 1
-13335, 2552, 1
13335, -2552, 1
-13335, -2552, 1
2805, 13468, 1
-2805, 13468, 1
2805, -13468, 1
-2805, -13468, 1
9063, 13216, 1
-9063, 13216, 1
9063, -13216, 1
-9063, -13216, 1
11895, 14632, 1
-11895, 14632, 1
11895, -14632, 1
-11895, -14632, 1
5005, 852, 1
-5005, 852, 1
5005, -852, 1
-5005, -852, 1
623, 3936, 1
-623, 3936, 1
623, -3936, 1
-623, -3936, 1
11775, 9512, 1
-11775, 9512, 1
11775, -9512, 1
-11775, -9512, 1
10725, 7412, 1
-10725, 7412, 1
10725, -7412, 1
-10725, -7412, 1
9735, 14152, 1
-9735, 14152, 1
9735, -14152, 1
-9735, -14152, 1
5293, 876, 1
-5293, 876, 1
5293, -876, 1
-5293, -876, 1
553, 3096, 1
-553, 3096, 1
553, -3096, 1
-553, -3096, 1
8905, 7272, 1
-8905, 7272, 1
8905, -7272, 1
-8905, -7272, 1
7995, 5452, 1
-7995, 5452, 1
7995, -5452, 1
-7995, -5452, 1
13205, 5148, 1
-13205, 5148, 1
13205, -5148, 1
-13205, -5148, 1
12319, 3360, 1
-12319, 3360, 1
12319, -3360, 1
-12319, -3360, 1
9955, 14868, 1
-9955, 14868, 1
9955, -14868, 1
-9955, -14868, 1
6177, 1264, 1
-6177, 1264, 1
6177, -1264, 1
-6177, -1264, 1
873, 4664, 1
-873, 4664, 1
873, -4664, 1
-873, -4664, 1
13193, 10824, 1
-13193, 10824, 1
13193, -10824, 1
-13193, -10824, 1
11771, 7980, 1
-11771, 7980, 1
11771, -7980, 1
-11771, -7980, 1
6497, 1296, 1
-6497, 1296, 1
6497, -1296, 1
-6497, -1296, 1
747, 3404, 1
-747, 3404, 1
747, -3404, 1
-747, -3404, 1
9035, 7548, 1
-9035, 7548, 1
9035, -7548, 1
-9035, -7548, 1
7865, 5208, 1
-7865, 5208, 1
7865, -5208, 1
-7865, -5208, 1
8413, 14916, 1
-8413, 14916, 1
8413, -14916, 1
-8413, -14916, 1
10455, 3952, 1
-10455, 3952, 1
10455, -3952, 1
-10455, -3952, 1
4785, 13192, 1
-4785, 13192, 1
4785, -13192, 1
-4785, -13192, 1
8183, 12744, 1
-8183, 12744, 1
8183, -12744, 1
-8183, -12744, 1
6141, 1580, 1
-6141, 1580, 1
6141, -1580, 1
-6141, -1580, 1
1067, 4644, 1
-1067, 4644, 1
1067, -4644, 1
-1067, -4644, 1
12075, 10148, 1
-12075, 10148, 1
12075, -10148, 1
-12075, -10148, 1
10425, 6848, 1
-10425, 6848, 1
10425, -6848, 1
-10425, -6848, 1
13015, 4872, 1
-13015, 4872, 1
13015, -4872, 1
-13015, -4872, 1
5425, 14832, 1
-5425, 14832, 1
5425, -14832, 1
-5425, -14832, 1
8823, 13664, 1
-8823, 13664, 1
8823, -13664, 1
-8823, -13664, 1
6461, 1620, 1
-6461, 1620, 1
6461, -1620, 1
-6461, -1620, 1
869, 3060, 1
-869, 3060, 1
869, -3060, 1
-869, -3060, 1
7125, 6188, 1
-7125, 6188, 1
7125, -6188, 1
-7125, -6188, 1
5871, 3680, 1
-5871, 3680, 1
5871, -3680, 1
-5871, -3680, 1
5285, 10788, 1
-5285, 10788, 1
5285, -10788, 1
-5285, -10788, 1
10287, 4784, 1
-10287, 4784, 1
10287, -4784, 1
-10287, -4784, 1
4515, 7708, 1
-4515, 7708, 1
4515, -7708, 1
-4515, -7708, 1
9027, 9964, 1
-9027, 9964, 1
9027, -9964, 1
-9027, -9964, 1
4897, 1704, 1
-4897, 1704, 1
4897, -1704, 1
-4897, -1704, 1
1157, 3876, 1
-1157, 3876, 1
1157, -3876, 1
-1157, -3876, 1
8757, 7676, 1
-8757, 7676, 1
8757, -7676, 1
-8757, -7676, 1
7119, 4400, 1
-7119, 4400, 1
7119, -4400, 1
-7119, -4400, 1
5957, 12276, 1
-5957, 12276, 1
5957, -12276, 1
-5957, -12276, 1
11919, 5600, 1
-11919, 5600, 1
11919, -5600, 1
-11919, -5600, 1
4995, 8428, 1
-4995, 8428, 1
4995, -8428, 1
-4995, -8428, 1
9699, 10780, 1
-9699, 10780, 1
9699, -10780, 1
-9699, -10780, 1
5185, 1752, 1
-5185, 1752, 1
5185, -1752, 1
-5185, -1752, 1
871, 2160, 1
-871, 2160, 1
871, -2160, 1
-871, -2160, 1
3895, 3672, 1
-3895, 3672, 1
3895, -3672, 1
-3895, -3672, 1
2829, 1540, 1
-2829, 1540, 1
2829, -1540, 1
-2829, -1540, 1
1095, 2552, 1
-1095, 2552, 1
1095, -2552, 1
-1095, -2552, 1
4343, 4176, 1
-4343, 4176, 1
4343, -4176, 1
-4343, -4176, 1
3053, 1596, 1
-3053, 1596, 1
3053, -1596, 1
-3053, -1596, 1
705, 992, 1
-705, 992, 1
705, -992, 1
-705, -992, 1
833, 1056, 1
-833, 1056, 1
833, -1056, 1
-833, -1056, 1
323, 36, 1
-323, 36, 1
323, -36, 1
-323, -36, 1
21, 220, 1
-21, 220, 1
21, -220, 1
-21, -220, 1
741, 580, 1
-741, 580, 1
741, -580, 1
-741, -580, 1
703, 504, 1
-703, 504, 1
703, -504, 1
-703, -504, 1
1173, 2236, 1
-1173, 2236, 1
1173, -2236, 1
-1173, -2236, 1
3045, 3172, 1
-3045, 3172, 1
3045, -3172, 1
-3045, -3172, 1
1855, 792, 1
-1855, 792, 1
1855, -792, 1
-1855, -792, 1
1139, 2100, 1
-1139, 2100, 1
1139, -2100, 1
-1139, -2100, 1
2739, 2900, 1
-2739, 2900, 1
2739, -2900, 1
-2739, -2900, 1
1617, 656, 1
-1617, 656, 1
1617, -656, 1
-1617, -656, 1
1365, 4028, 1
-1365, 4028, 1
1365, -4028, 1
-1365, -4028, 1
8357, 7524, 1
-8357, 7524, 1
8357, -7524, 1
-8357, -7524, 1
6527, 3864, 1
-6527, 3864, 1
6527, -3864, 1
-6527, -3864, 1
4309, 9180, 1
-4309, 9180, 1
4309, -9180, 1
-4309, -9180, 1
14245, 14148, 1
-14245, 14148, 1
14245, -14148, 1
-14245, -14148, 1
9471, 4600, 1
-9471, 4600, 1
9471, -4600, 1
-9471, -4600, 1
3379, 5460, 1
-3379, 5460, 1
3379, -5460, 1
-3379, -5460, 1
5875, 6708, 1
-5875, 6708, 1
5875, -6708, 1
-5875, -6708, 1
2961, 880, 1
-2961, 880, 1
2961, -880, 1
-2961, -880, 1
1335, 3848, 1
-1335, 3848, 1
1335, -3848, 1
-1335, -3848, 1
7847, 7104, 1
-7847, 7104, 1
7847, -7104, 1
-7847, -7104, 1
6077, 3564, 1
-6077, 3564, 1
6077, -3564, 1
-6077, -3564, 1
3799, 8160, 1
-3799, 8160, 1
3799, -8160, 1
-3799, -8160, 1
12775, 12648, 1
-12775, 12648, 1
12775, -12648, 1
-12775, -12648, 1
8541, 4180, 1
-8541, 4180, 1
8541, -4180, 1
-8541, -4180, 1
2929, 4680, 1
-2929, 4680, 1
2929, -4680, 1
-2929, -4680, 1
4945, 5688, 1
-4945, 5688, 1
4945, -5688, 1
-4945, -5688, 1
2451, 700, 1
-2451, 700, 1
2451, -700, 1
-2451, -700, 1
1365, 5428, 1
-1365, 5428, 1
1365, -5428, 1
-1365, -5428, 1
13509, 11500, 1
-13509, 11500, 1
13509, -11500, 1
-13509, -11500, 1
11455, 7392, 1
-11455, 7392, 1
11455, -7392, 1
-11455, -7392, 1
12369, 4520, 1
-12369, 4520, 1
12369, -4520, 1
-12369, -4520, 1
4725, 14948, 1
-4725, 14948, 1
4725, -14948, 1
-4725, -14948, 1
4023, 10736, 1
-4023, 10736, 1
4023, -10736, 1
-4023, -10736, 1
5617, 8544, 1
-5617, 8544, 1
5617, -8544, 1
-5617, -8544, 1
8305, 9888, 1
-8305, 9888, 1
8305, -9888, 1
-8305, -9888, 1
3795, 868, 1
-3795, 868, 1
3795, -868, 1
-3795, -868, 1
1339, 5220, 1
-1339, 5220, 1
1339, -5220, 1
-1339, -5220, 1
12859, 10980, 1
-12859, 10980, 1
12859, -10980, 1
-12859, -10980, 1
10857, 6976, 1
-10857, 6976, 1
10857, -6976, 1
-10857, -6976, 1
11303, 4104, 1
-11303, 4104, 1
11303, -4104, 1
-11303, -4104, 1
4075, 12972, 1
-4075, 12972, 1
4075, -12972, 1
-4075, -12972, 1
14039, 4560, 1
-14039, 4560, 1
14039, -4560, 1
-14039, -4560, 1
3425, 9072, 1
-3425, 9072, 1
3425, -9072, 1
-3425, -9072, 1
12963, 7316, 1
-12963, 7316, 1
12963, -7316, 1
-12963, -7316, 1
6401, 14280, 1
-6401, 14280, 1
6401, -14280, 1
-6401, -14280, 1
4551, 6880, 1
-4551, 6880, 1
4551, -6880, 1
-4551, -6880, 1
6615, 7912, 1
-6615, 7912, 1
6615, -7912, 1
-6615, -7912, 1
2989, 660, 1
-2989, 660, 1
2989, -660, 1
-2989, -660, 1
1221, 6100, 1
-1221, 6100, 1
1221, -6100, 1
-1221, -6100, 1
14863, 9984, 1
-14863, 9984, 1
14863, -9984, 1
-14863, -9984, 1
3979, 14700, 1
-3979, 14700, 1
3979, -14700, 1
-3979, -14700, 1
7191, 10600, 1
-7191, 10600, 1
7191, -10600, 1
-7191, -10600, 1
9735, 11872, 1
-9735, 11872, 1
9735, -11872, 1
-9735, -11872, 1
4189, 780, 1
-4189, 780, 1
4189, -780, 1
-4189, -780, 1
1199, 5880, 1
-1199, 5880, 1
1199, -5880, 1
-1199, -5880, 1
14181, 9500, 1
-14181, 9500, 1
14181, -9500, 1
-14181, -9500, 1
14873, 3936, 1
-14873, 3936, 1
14873, -3936, 1
-14873, -3936, 1
3297, 12104, 1
-3297, 12104, 1
3297, -12104, 1
-3297, -12104, 1
5115, 13132, 1
-5115, 13132, 1
5115, -13132, 1
-5115, -13132, 1
5453, 8004, 1
-5453, 8004, 1
5453, -8004, 1
-5453, -8004, 1
7293, 8924, 1
-7293, 8924, 1
7293, -8924, 1
-7293, -8924, 1
3111, 560, 1
-3111, 560, 1
3111, -560, 1
-3111, -560, 1
981, 5900, 1
-981, 5900, 1
981, -5900, 1
-981, -5900, 1
7693, 11124, 1
-7693, 11124, 1
7693, -11124, 1
-7693, -11124, 1
9853, 12204, 1
-9853, 12204, 1
9853, -12204, 1
-9853, -12204, 1
4071, 640, 1
-4071, 640, 1
4071, -640, 1
-4071, -640, 1
963, 5684, 1
-963, 5684, 1
963, -5684, 1
-963, -5684, 1
2737, 12816, 1
-2737, 12816, 1
2737, -12816, 1
-2737, -12816, 1
5709, 14420, 1
-5709, 14420, 1
5709, -14420, 1
-5709, -14420, 1
5371, 7740, 1
-5371, 7740, 1
5371, -7740, 1
-5371, -7740, 1
6811, 8460, 1
-6811, 8460, 1
6811, -8460, 1
-6811, -8460, 1
2793, 424, 1
-2793, 424, 1
2793, -424, 1
-2793, -424, 1
693, 4876, 1
-693, 4876, 1
693, -4876, 1
-693, -4876, 1
13855, 9672, 1
-13855, 9672, 1
13855, -9672, 1
-13855, -9672, 1
2595, 14852, 1
-2595, 14852, 1
2595, -14852, 1
-2595, -14852, 1
7003, 9996, 1
-7003, 9996, 1
7003, -9996, 1
-7003, -9996, 1
8635, 10812, 1
-8635, 10812, 1
8635, -10812, 1
-8635, -10812, 1
3465, 472, 1
-3465, 472, 1
3465, -472, 1
-3465, -472, 1
679, 4680, 1
-679, 4680, 1
679, -4680, 1
-679, -4680, 1
14359, 11520, 1
-14359, 11520, 1
14359, -11520, 1
-14359, -11520, 1
13197, 9196, 1
-13197, 9196, 1
13197, -9196, 1
-13197, -9196, 1
13589, 2340, 1
-13589, 2340, 1
13589, -2340, 1
-13589, -2340, 1
2119, 13200, 1
-2119, 13200, 1
2119, -13200, 1
-2119, -13200, 1
1937, 11016, 1
-1937, 11016, 1
1937, -11016, 1
-1937, -11016, 1
4991, 12480, 1
-4991, 12480, 1
4991, -12480, 1
-4991, -12480, 1
4329, 6160, 1
-4329, 6160, 1
4329, -6160, 1
-4329, -6160, 1
5289, 6640, 1
-5289, 6640, 1
5289, -6640, 1
-5289, -6640, 1
2107, 276, 1
-2107, 276, 1
2107, -276, 1
-2107, -276, 1
405, 3268, 1
-405, 3268, 1
405, -3268, 1
-405, -3268, 1
10437, 8284, 1
-10437, 8284, 1
10437, -8284, 1
-10437, -8284, 1
9727, 6864, 1
-9727, 6864, 1
9727, -6864, 1
-9727, -6864, 1
11817, 1744, 1
-11817, 1744, 1
11817, -1744, 1
-11817, -1744, 1
1749, 12580, 1
-1749, 12580, 1
1749, -12580, 1
-1749, -12580, 1
13161, 1840, 1
-13161, 1840, 1
13161, -1840, 1
-13161, -1840, 1
1639, 11040, 1
-1639, 11040, 1
1639, -11040, 1
-1639, -11040, 1
5289, 7480, 1
-5289, 7480, 1
5289, -7480, 1
-5289, -7480, 1
6345, 8008, 1
-6345, 8008, 1
6345, -8008, 1
-6345, -8008, 1
2491, 300, 1
-2491, 300, 1
2491, -300, 1
-2491, -300, 1
395, 3108, 1
-395, 3108, 1
395, -3108, 1
-395, -3108, 1
9867, 7844, 1
-9867, 7844, 1
9867, -7844, 1
-9867, -7844, 1
9177, 6464, 1
-9177, 6464, 1
9177, -6464, 1
-9177, -6464, 1
9167, 1344, 1
-9167, 1344, 1
9167, -1344, 1
-9167, -1344, 1
1179, 8540, 1
-1179, 8540, 1
1179, -8540, 1
-1179, -8540, 1
9951, 1400, 1
-9951, 1400, 1
9951, -1400, 1
-9951, -1400, 1
1089, 7280, 1
-1089, 7280, 1
1089, -7280, 1
-1089, -7280, 1
2145, 13528, 1
-2145, 13528, 1
2145, -13528, 1
-2145, -13528, 1
1911, 10720, 1
-1911, 10720, 1
1911, -10720, 1
-1911, -10720, 1
2669, 12180, 1
-2669, 12180, 1
2669, -12180, 1
-2669, -12180, 1
3171, 11180, 1
-3171, 11180, 1
3171, -11180, 1
-3171, -11180, 1
4275, 14308, 1
-4275, 14308, 1
4275, -14308, 1
-4275, -14308, 1
3225, 8008, 1
-3225, 8008, 1
3225, -8008, 1
-3225, -8008, 1
14457, 13624, 1
-14457, 13624, 1
14457, -13624, 1
-14457, -13624, 1
10507, 5724, 1
-10507, 5724, 1
10507, -5724, 1
-10507, -5724, 1
4089, 9520, 1
-4089, 9520, 1
4089, -9520, 1
-4089, -9520, 1
11371, 5940, 1
-11371, 5940, 1
11371, -5940, 1
-11371, -5940, 1
2639, 3720, 1
-2639, 3720, 1
2639, -3720, 1
-2639, -3720, 1
3135, 3968, 1
-3135, 3968, 1
3135, -3968, 1
-3135, -3968, 1
1221, 140, 1
-1221, 140, 1
1221, -140, 1
-1221, -140, 1
165, 1508, 1
-165, 1508, 1
165, -1508, 1
-165, -1508, 1
4949, 3900, 1
-4949, 3900, 1
4949, -3900, 1
-4949, -3900, 1
4655, 3312, 1
-4655, 3312, 1
4655, -3312, 1
-4655, -3312, 1
7525, 14388, 1
-7525, 14388, 1
7525, -14388, 1
-7525, -14388, 1
12015, 5152, 1
-12015, 5152, 1
12015, -5152, 1
-12015, -5152, 1
7267, 13356, 1
-7267, 13356, 1
7267, -13356, 1
-7267, -13356, 1
10209, 4120, 1
-10209, 4120, 1
10209, -4120, 1
-10209, -4120, 1
14595, 4148, 1
-14595, 4148, 1
14595, -4148, 1
-14595, -4148, 1
11385, 1712, 1
-11385, 1712, 1
11385, -1712, 1
-11385, -1712, 1
13625, 1872, 1
-13625, 1872, 1
13625, -1872, 1
-13625, -1872, 1
6059, 780, 1
-6059, 780, 1
6059, -780, 1
-6059, -780, 1
805, 6588, 1
-805, 6588, 1
805, -6588, 1
-805, -6588, 1
6699, 820, 1
-6699, 820, 1
6699, -820, 1
-6699, -820, 1
763, 5916, 1
-763, 5916, 1
763, -5916, 1
-763, -5916, 1
1771, 12900, 1
-1771, 12900, 1
1771, -12900, 1
-1771, -12900, 1
1617, 10744, 1
-1617, 10744, 1
1617, -10744, 1
-1617, -10744, 1
2535, 14168, 1
-2535, 14168, 1
2535, -14168, 1
-2535, -14168, 1
3795, 13348, 1
-3795, 13348, 1
3795, -13348, 1
-3795, -13348, 1
3753, 9296, 1
-3753, 9296, 1
3753, -9296, 1
-3753, -9296, 1
12155, 6612, 1
-12155, 6612, 1
12155, -6612, 1
-12155, -6612, 1
4681, 10920, 1
-4681, 10920, 1
4681, -10920, 1
-4681, -10920, 1
13083, 6844, 1
-13083, 6844, 1
13083, -6844, 1
-13083, -6844, 1
3007, 4224, 1
-3007, 4224, 1
3007, -4224, 1
-3007, -4224, 1
3535, 4488, 1
-3535, 4488, 1
3535, -4488, 1
-3535, -4488, 1
1365, 148, 1
-1365, 148, 1
1365, -148, 1
-1365, -148, 1
159, 1400, 1
-159, 1400, 1
159, -1400, 1
-159, -1400, 1
4559, 3600, 1
-4559, 3600, 1
4559, -3600, 1
-4559, -3600, 1
4277, 3036, 1
-4277, 3036, 1
4277, -3036, 1
-4277, -3036, 1
6847, 13104, 1
-6847, 13104, 1
6847, -13104, 1
-6847, -13104, 1
10965, 4708, 1
-10965, 4708, 1
10965, -4708, 1
-10965, -4708, 1
6601, 12120, 1
-6601, 12120, 1
6601, -12120, 1
-6601, -12120, 1
9243, 3724, 1
-9243, 3724, 1
9243, -3724, 1
-9243, -3724, 1
12969, 3680, 1
-12969, 3680, 1
12969, -3680, 1
-12969, -3680, 1
14231, 3120, 1
-14231, 3120, 1
14231, -3120, 1
-14231, -3120, 1
12669, 2260, 1
-12669, 2260, 1
12669, -2260, 1
-12669, -2260, 1
8787, 1316, 1
-8787, 1316, 1
8787, -1316, 1
-8787, -1316, 1
1727, 12264, 1
-1727, 12264, 1
1727, -12264, 1
-1727, -12264, 1
10355, 1428, 1
-10355, 1428, 1
10355, -1428, 1
-10355, -1428, 1
1661, 11340, 1
-1661, 11340, 1
1661, -11340, 1
-1661, -11340, 1
8211, 11660, 1
-8211, 11660, 1
8211, -11660, 1
-8211, -11660, 1
9971, 12540, 1
-9971, 12540, 1
9971, -12540, 1
-9971, -12540, 1
3953, 504, 1
-3953, 504, 1
3953, -504, 1
-3953, -504, 1
415, 3432, 1
-415, 3432, 1
415, -3432, 1
-415, -3432, 1
11023, 8736, 1
-11023, 8736, 1
11023, -8736, 1
-11023, -8736, 1
10293, 7276, 1
-10293, 7276, 1
10293, -7276, 1
-10293, -7276, 1
14803, 2196, 1
-14803, 2196, 1
14803, -2196, 1
-14803, -2196, 1
8851, 12540, 1
-8851, 12540, 1
8851, -12540, 1
-8851, -12540, 1
10675, 13452, 1
-10675, 13452, 1
10675, -13452, 1
-10675, -13452, 1
4209, 520, 1
-4209, 520, 1
4209, -520, 1
-4209, -520, 1
385, 2952, 1
-385, 2952, 1
385, -2952, 1
-385, -2952, 1
9313, 7416, 1
-9313, 7416, 1
9313, -7416, 1
-9313, -7416, 1
8643, 6076, 1
-8643, 6076, 1
8643, -6076, 1
-8643, -6076, 1
6853, 996, 1
-6853, 996, 1
6853, -996, 1
-6853, -996, 1
721, 5280, 1
-721, 5280, 1
721, -5280, 1
-721, -5280, 1
7189, 1020, 1
-7189, 1020, 1
7189, -1020, 1
-7189, -1020, 1
651, 4300, 1
-651, 4300, 1
651, -4300, 1
-651, -4300, 1
13035, 10492, 1
-13035, 10492, 1
13035, -10492, 1
-13035, -10492, 1
11929, 8280, 1
-11929, 8280, 1
11929, -8280, 1
-11929, -8280, 1
8961, 1520, 1
-8961, 1520, 1
8961, -1520, 1
-8961, -1520, 1
1035, 6572, 1
-1035, 6572, 1
1035, -6572, 1
-1035, -6572, 1
9345, 1552, 1
-9345, 1552, 1
9345, -1552, 1
-9345, -1552, 1
909, 5060, 1
-909, 5060, 1
909, -5060, 1
-909, -5060, 1
14525, 11868, 1
-14525, 11868, 1
14525, -11868, 1
-14525, -11868, 1
13031, 8880, 1
-13031, 8880, 1
13031, -8880, 1
-13031, -8880, 1
9701, 1980, 1
-9701, 1980, 1
9701, -1980, 1
-9701, -1980, 1
1309, 7020, 1
-1309, 7020, 1
1309, -7020, 1
-1309, -7020, 1
10101, 2020, 1
-10101, 2020, 1
10101, -2020, 1
-10101, -2020, 1
1111, 5040, 1
-1111, 5040, 1
1111, -5040, 1
-1111, -5040, 1
13351, 11160, 1
-13351, 11160, 1
13351, -11160, 1
-13351, -11160, 1
11613, 7684, 1
-11613, 7684, 1
11613, -7684, 1
-11613, -7684, 1
8881, 2280, 1
-8881, 2280, 1
8881, -2280, 1
-8881, -2280, 1
1495, 6528, 1
-1495, 6528, 1
1495, -6528, 1
-1495, -6528, 1
14685, 9652, 1
-14685, 9652, 1
14685, -9652, 1
-14685, -9652, 1
9265, 2328, 1
-9265, 2328, 1
9265, -2328, 1
-9265, -2328, 1
1209, 4240, 1
-1209, 4240, 1
1209, -4240, 1
-1209, -4240, 1
